,code,return,return_group,winner_loser,name,dividend_yield,pe_ttm_x,pb_x,total_mv,pe_ttm_y,pe_group,pe_tag,pb_y,pb_group,pb_tag,market_cap_group
0,603009,5.7257336343115135,10,winner,北特科技,0.136,196.0194,9.2879,1530138.2794,196.0194,high,pe_high,9.2879,high,pb_high,medium
1,601127,3.776223776223776,10,winner,赛力斯,0.229,33.7008,10.1285,21818504.1768,33.7008,medium,medium,10.1285,high,pb_high,large
2,003010,3.4927536231884058,10,winner,若羽臣,0.2799,102.1489,12.4628,1228207.4313,102.1489,high,pe_high,12.4628,high,pb_high,medium
3,002779,3.337755372777926,10,winner,中坚科技,0.1416,184.3059,18.1482,1398381.6,184.3059,high,pe_high,18.1482,high,pb_high,medium
4,603360,2.5761961015948023,10,winner,百傲化学,1.5368,47.3501,9.1445,1406797.5188,47.3501,high,pe_high,9.1445,high,pb_high,medium
5,000880,2.1166060606060606,10,winner,潍柴重机,0.5659,54.6397,5.0364,1053930.8286,54.6397,high,pe_high,5.0364,high,pb_high,medium
6,605488,2.055436183927804,10,winner,福莱新材,0.3864,67.801,6.502,979968.1507,67.801,high,pe_high,6.502,high,pb_high,medium
7,603099,2.0201126307320996,10,winner,长白山,0.2088,72.2224,8.549,996279.12,72.2224,high,pe_high,8.549,high,pb_high,medium
8,002130,1.9588932323479111,10,winner,沃尔核材,0.784,29.5792,4.6879,2702482.4155,29.5792,medium,medium,4.6879,high,pb_high,large
9,603667,1.8801897983392648,10,winner,五洲新春,0.5036,144.147,4.4582,1317360.438,144.147,high,pe_high,4.4582,high,pb_high,medium
10,002891,1.8179942875277688,10,winner,中宠股份,0.6936,48.1033,7.6273,2062340.6578,48.1033,high,pe_high,7.6273,high,pb_high,large
11,000628,1.8021545473378904,10,winner,高新发展,0.3511,514.1693,7.2105,1525020.12,514.1693,high,pe_high,7.2105,high,pb_high,medium
12,002896,1.732788296041308,10,winner,中大力德,0.1069,153.8227,9.4986,1131668.2395,153.8227,high,pe_high,9.4986,high,pb_high,medium
13,603121,1.6925409338993331,10,winner,华培动力,0.7643,189.3121,6.3983,797246.8988,189.3121,high,pe_high,6.3983,high,pb_high,medium
14,001696,1.6788539826407558,10,winner,宗申动力,1.1542,43.7041,4.7584,2480128.3087,43.7041,medium,medium,4.7584,high,pb_high,large
15,605499,1.6203488372093022,10,winner,东鹏饮料,1.1484,47.8096,23.6695,17416275.396,47.8096,high,pe_high,23.6695,high,pb_high,large
16,603766,1.605019815059445,10,winner,隆鑫通用,0.7052,21.2459,3.285,2911922.3433,21.2459,medium,medium,3.285,high,pb_high,large
17,603809,1.6014883243520657,10,winner,豪能股份,0.6779,33.5005,3.9561,1159482.8697,33.5005,medium,medium,3.9561,high,pb_high,medium
18,002625,1.592789296292514,10,winner,光启技术,0.5903,127.2728,9.3395,8484767.0006,127.2728,high,pe_high,9.3395,high,pb_high,large
19,605196,1.5453237410071945,10,winner,华通线缆,0.4314,31.0909,2.631,841900.6575,31.0909,medium,medium,2.631,high,pb_high,medium
20,002827,1.543,10,winner,高争民爆,0.471,56.0912,9.4999,879060.0,56.0912,high,pe_high,9.4999,high,pb_high,medium
21,001212,1.4899019042123487,10,winner,中旗新材,0.213,700.5657,4.8182,830292.07,700.5657,high,pe_high,4.8182,high,pb_high,medium
22,603499,1.4643051771117164,10,winner,DR翔港科,0.1326,47.9422,5.9626,488992.5342,47.9422,high,pe_high,5.9626,high,pb_high,small
23,001309,1.446219498851078,10,winner,德明利,0.0756,226.51,8.0349,1947390.9436,226.51,high,pe_high,8.0349,high,pb_high,large
24,605198,1.3986186482486431,10,winner,安德利,0.4555,56.1661,6.0326,1647996.0,56.1661,high,pe_high,6.0326,high,pb_high,large
25,600592,1.3908265647396083,10,winner,龙溪股份,0.5527,76.5839,3.6894,918174.1062,76.5839,high,pe_high,3.6894,high,pb_high,medium
26,601086,1.3723577235772355,10,winner,国芳集团,1.2855,165.1484,5.8267,927072.0,165.1484,high,pe_high,5.8267,high,pb_high,medium
27,003001,1.3470643939393938,10,winner,中岩大地,0.32,68.2655,3.8611,468907.9782,68.2655,high,pe_high,3.8611,high,pb_high,small
28,603662,1.341404722514664,10,winner,柯力传感,0.5113,62.579,6.6765,1834447.8415,62.579,high,pe_high,6.6765,high,pb_high,large
29,002734,1.3137068692624247,10,winner,利民股份,1.2965,48.1098,3.1566,952422.67,48.1098,high,pe_high,3.1566,high,pb_high,medium
30,603663,1.2960000000000005,10,winner,三祥新材,0.316,143.6122,7.6371,1005166.8139,143.6122,high,pe_high,7.6371,high,pb_high,medium
31,603699,1.2954271961492176,10,winner,纽威股份,2.6405,21.2227,5.6347,2592398.9586,21.2227,medium,medium,5.6347,high,pb_high,large
32,603319,1.2807993928661774,10,winner,美湖股份,0.9524,49.9366,3.567,873775.3764,49.9366,high,pe_high,3.567,high,pb_high,medium
33,603166,1.2762886597938143,10,winner,福达股份,1.0533,49.4716,4.5163,1082399.4904,49.4716,high,pe_high,4.5163,high,pb_high,medium
34,002988,1.2658753709198811,10,winner,豪美新材,0.6474,48.2301,3.395,926296.1742,48.2301,high,pe_high,3.395,high,pb_high,medium
35,603332,1.262275449101797,10,winner,苏州龙杰,0.7551,73.796,3.3472,428367.4243,73.796,high,pe_high,3.3472,high,pb_high,small
36,600114,1.261735807860262,10,winner,东睦股份,1.0411,27.6956,4.3344,1184072.6593,27.6956,medium,medium,4.3344,high,pb_high,medium
37,002165,1.2401760452687836,10,winner,红 宝 丽,0.9833,144.7171,3.6404,747769.4242,144.7171,high,pe_high,3.6404,high,pb_high,medium
38,002365,1.2333435677003377,10,winner,永安药业,0.4764,214.044,3.1138,614707.695,214.044,high,pe_high,3.1138,high,pb_high,medium
39,600178,1.2180365296803652,10,winner,东安动力,0.0422,343.1208,2.2831,582532.2396,343.1208,high,pe_high,2.2831,medium,medium,medium
40,605088,1.215109573241061,10,winner,冠盛股份,1.576,21.5382,2.7012,680020.2376,21.5382,medium,medium,2.7012,high,pb_high,medium
41,600839,1.2120167976741685,10,winner,四川长虹,0.5045,52.3813,3.0463,4574698.024,52.3813,high,pe_high,3.0463,high,pb_high,large
42,002979,1.195247270391779,10,winner,雷赛智能,0.2645,68.3023,9.5061,1377615.7129,68.3023,high,pe_high,9.5061,high,pb_high,medium
43,000801,1.1952243505641564,10,winner,四川九洲,0.639,89.0323,5.2052,1600692.401,89.0323,high,pe_high,5.2052,high,pb_high,medium
44,605319,1.1761998685075608,10,winner,无锡振华,1.7974,20.3637,3.3035,804448.1125,20.3637,medium,medium,3.3035,high,pb_high,medium
45,603988,1.157048521389607,10,winner,中电电机,0.2528,453.925,8.7654,558129.6,453.925,high,pe_high,8.7654,high,pb_high,medium
46,000099,1.1496451712434437,10,winner,中信海直,0.3722,54.7707,3.2033,1702815.4507,54.7707,high,pe_high,3.2033,high,pb_high,large
47,002085,1.135168961201502,10,winner,万丰奥威,0.9363,48.4828,4.6622,3401522.627,48.4828,high,pe_high,4.6622,high,pb_high,large
48,002826,1.1310466138962183,10,winner,易明医药,0.1362,111.6926,5.4058,411291.9068,111.6926,high,pe_high,5.4058,high,pb_high,small
49,603337,1.1295942720763723,10,winner,杰克股份,2.0996,20.3241,3.8638,1768327.5044,20.3241,medium,medium,3.8638,high,pb_high,large
50,600605,1.1135301188727127,10,winner,汇通能源,1.6173,82.0,5.6128,765307.8116,82.0,high,pe_high,5.6128,high,pb_high,medium
51,603093,1.1125461254612543,10,winner,南华期货,0.3212,27.3679,3.0557,1253685.4101,27.3679,medium,medium,3.0557,high,pb_high,medium
52,000062,1.1068572813181488,10,winner,深圳华强,1.7668,102.0137,3.8819,2663931.0431,102.0137,high,pe_high,3.8819,high,pb_high,large
53,002488,1.1055045871559632,10,winner,金固股份,0.0813,697.801,4.2238,1466281.7427,697.801,high,pe_high,4.2238,high,pb_high,medium
54,600480,1.0926253687315637,10,winner,凌云股份,2.3734,21.3708,1.7807,1386909.0028,21.3708,medium,medium,1.7807,medium,medium,medium
55,603767,1.0693069306930694,10,winner,中马传动,1.2165,208.7886,3.7007,507390.186,208.7886,high,pe_high,3.7007,high,pb_high,small
56,605099,1.0555794915984489,10,winner,共创草坪,1.2053,32.8263,6.7467,1792528.246,32.8263,medium,medium,6.7467,high,pb_high,large
57,000795,1.0497737556561084,10,winner,英洛华,0.2232,54.2906,5.1558,1350217.7667,54.2906,high,pe_high,5.1558,high,pb_high,medium
58,000737,1.043758043758044,10,winner,北方铜业,0.9816,24.1319,2.7228,1805671.1804,24.1319,medium,medium,2.7228,high,pb_high,large
59,002892,1.038475836431227,10,winner,科力尔,0.3967,195.8405,7.8199,1007559.8396,195.8405,high,pe_high,7.8199,high,pb_high,medium
60,002345,1.0203700242945244,10,winner,潮宏基,2.3891,51.7122,3.7203,1301671.1158,51.7122,high,pe_high,3.7203,high,pb_high,medium
61,600113,1.0183374083129586,10,winner,浙江东日,1.2961,41.7281,2.4558,585435.5574,41.7281,medium,medium,2.4558,medium,medium,medium
62,600160,0.9959325480891448,10,winner,巨化股份,0.4026,30.0068,4.0986,7375706.2933,30.0068,medium,medium,4.0986,high,pb_high,large
63,003041,0.993952483801296,10,winner,真爱美家,1.2388,18.0703,2.988,464976.0,18.0703,low,pe_low,2.988,high,pb_high,small
64,603333,0.9652677279305354,10,winner,尚纬股份,0.1137,297.4727,2.6316,546322.7481,297.4727,high,pe_high,2.6316,high,pb_high,medium
65,002700,0.9620615604867572,10,winner,新疆浩源,0.8072,40.2449,2.7957,368956.341,40.2449,medium,medium,2.7957,high,pb_high,small
66,603379,0.9618342352606094,10,winner,XD三美股,0.4777,28.6842,4.4582,2939456.5632,28.6842,medium,medium,4.4582,high,pb_high,large
67,000833,0.9611913357400722,10,winner,粤桂股份,0.4025,28.4046,2.5771,946457.0208,28.4046,medium,medium,2.5771,medium,medium,medium
68,603583,0.9523376387120248,10,winner,捷昌驱动,0.4719,42.6112,3.1943,1385428.5332,42.6112,medium,medium,3.1943,high,pb_high,medium
69,603657,0.9506076048608388,10,winner,春光科技,0.3202,200.7191,4.5326,426949.9379,200.7191,high,pe_high,4.5326,high,pb_high,small
70,600292,0.9476241900647948,10,winner,远达环保,0.2253,218.3266,1.8692,970555.3943,218.3266,high,pe_high,1.8692,medium,medium,medium
71,600415,0.9300312575138252,10,winner,小商品城,1.064,32.5832,4.8368,10309254.3409,32.5832,medium,medium,4.8368,high,pb_high,large
72,603607,0.925215723873442,10,winner,京华激光,1.7483,47.0257,5.3037,510558.048,47.0257,high,pe_high,5.3037,high,pb_high,small
73,605179,0.920289855072464,10,winner,一鸣食品,0.38,264.7305,7.609,844105.0,264.7305,high,pe_high,7.609,high,pb_high,medium
74,603220,0.9160608063450096,10,winner,中贝通信,0.5307,80.8873,4.788,947520.6764,80.8873,high,pe_high,4.788,high,pb_high,medium
75,603038,0.9110636784062612,10,winner,华立股份,0.271,138.6935,2.7883,381252.8134,138.6935,high,pe_high,2.7883,high,pb_high,small
76,601077,0.9075268817204298,10,winner,渝农商行,3.8621,7.2306,0.666,8483679.0,7.2306,low,pe_low,0.666,low,pb_low,large
77,603050,0.8966897053473992,10,winner,科林电气,1.3527,36.6205,3.9853,671526.4563,36.6205,medium,medium,3.9853,high,pb_high,medium
78,600171,0.8855151816824293,10,winner,上海贝岭,0.3028,58.9609,5.2631,2340864.7465,58.9609,high,pe_high,5.2631,high,pb_high,large
79,002553,0.8820909970958373,10,winner,南方精工,0.8554,62.3582,6.6456,813624.0,62.3582,high,pe_high,6.6456,high,pb_high,medium
80,003021,0.8762953367875648,10,winner,兆威机电,0.384,109.1247,7.5947,2449114.886,109.1247,high,pe_high,7.5947,high,pb_high,large
81,002653,0.8694945114514159,10,winner,海思科,0.7915,138.6978,12.2479,4855964.3179,138.6978,high,pe_high,12.2479,high,pb_high,large
82,603200,0.858979854264895,10,winner,上海洗霸,0.1932,195.1912,6.5459,635588.9331,195.1912,high,pe_high,6.5459,high,pb_high,medium
83,603893,0.857690342360756,10,winner,瑞芯微,0.1387,81.854,16.0304,6030118.7615,81.854,high,pe_high,16.0304,high,pb_high,large
84,600562,0.8564171122994655,10,winner,国睿科技,0.5007,61.0024,5.9091,3596420.3046,61.0024,high,pe_high,5.9091,high,pb_high,large
85,600580,0.8531813542021096,10,winner,卧龙电驱,0.4276,36.2197,2.9353,3036413.3412,36.2197,medium,medium,2.9353,high,pb_high,large
86,000426,0.8465465641687696,10,winner,兴业银锡,0.4131,17.2595,3.4925,2890734.9831,17.2595,low,pe_low,3.4925,high,pb_high,large
87,002428,0.8454396504642273,10,winner,云南锗业,0.1029,169.6761,8.6468,1269012.16,169.6761,high,pe_high,8.6468,high,pb_high,medium
88,603067,0.8438276719138358,10,winner,振华股份,0.8634,21.299,3.2851,1075058.2698,21.299,medium,medium,3.2851,high,pb_high,medium
89,603929,0.839681637293917,10,winner,亚翔集成,3.6792,9.6481,3.4041,579912.48,9.6481,low,pe_low,3.4041,high,pb_high,medium
90,002882,0.8392282958199357,10,winner,金龙羽,0.7625,80.4203,5.5476,1135496.7,80.4203,high,pe_high,5.5476,high,pb_high,medium
91,002730,0.8370440549502607,10,winner,电光科技,0.7706,65.8711,3.8624,610828.7576,65.8711,high,pe_high,3.8624,high,pb_high,medium
92,002177,0.8237999425122163,10,winner,御银股份,0.1867,483.5488,3.3507,570893.4705,483.5488,high,pe_high,3.3507,high,pb_high,medium
93,002510,0.8129496402877697,10,winner,天汽模,0.3955,77.877,2.8604,714657.6504,77.877,high,pe_high,2.8604,high,pb_high,medium
94,002364,0.8096118299445472,10,winner,中恒电气,0.3224,73.507,3.5667,874089.253,73.507,high,pe_high,3.5667,high,pb_high,medium
95,002584,0.8088130774697938,10,winner,西陇科学,0.5232,93.5564,2.5666,592824.2355,93.5564,high,pe_high,2.5666,medium,medium,medium
96,002595,0.8042176689728578,10,winner,豪迈科技,1.5772,23.7574,4.8641,5063200.0,23.7574,medium,medium,4.8641,high,pb_high,large
97,601825,0.8037383177570093,10,winner,沪农商行,6.1128,7.927,0.7809,9750533.3339,7.927,low,pe_low,0.7809,low,pb_low,large
98,600988,0.7954303302947792,10,winner,赤峰黄金,0.1838,25.017,4.7009,5121608.1247,25.017,medium,medium,4.7009,high,pb_high,large
99,600611,0.7881819659400789,10,winner,大众交通,0.7728,97.3449,1.5843,1529587.493,97.3449,high,pe_high,1.5843,medium,medium,medium
100,600577,0.7799897907095455,10,winner,精达股份,2.0812,29.4929,2.9726,1704282.1877,29.4929,medium,medium,2.9726,high,pb_high,large
101,605086,0.7788825757575757,10,winner,龙高股份,1.7278,36.2296,3.7112,466278.4,36.2296,medium,medium,3.7112,high,pb_high,small
102,601579,0.7768777614138438,10,winner,会稽山,0.9422,53.025,2.9002,1048586.4755,53.025,high,pe_high,2.9002,high,pb_high,medium
103,600895,0.7767812984272477,10,winner,张江高科,0.979,33.0644,2.86,3828360.5676,33.0644,medium,medium,2.86,high,pb_high,large
104,605333,0.7755231452124287,10,winner,沪光股份,0.1784,18.4754,5.2859,1224283.355,18.4754,low,pe_low,5.2859,high,pb_high,medium
105,601567,0.7718610863757791,10,winner,XD三星医,2.853,13.3729,2.8107,3188874.8505,13.3729,low,pe_low,2.8107,high,pb_high,large
106,600353,0.7601237345331834,10,winner,旭光电子,0.3197,96.8663,5.8033,1039960.2275,96.8663,high,pe_high,5.8033,high,pb_high,medium
107,603300,0.759169100941253,10,winner,海南华铁,0.2165,31.066,3.0876,1984275.8891,31.066,medium,medium,3.0876,high,pb_high,large
108,603358,0.7557997557997558,10,winner,华达科技,0.9509,146.034,4.4278,1615916.1814,146.034,high,pe_high,4.4278,high,pb_high,medium
109,002155,0.752238805970149,10,winner,湖南黄金,0.5383,28.5589,4.0495,2902925.3297,28.5589,medium,medium,4.0495,high,pb_high,large
110,001298,0.7503883997928534,10,winner,好上好,0.4514,145.467,3.9593,626027.1156,145.467,high,pe_high,3.9593,high,pb_high,medium
111,603052,0.7470252260828175,10,winner,可川科技,0.9825,87.3152,4.4302,490172.48,87.3152,high,pe_high,4.4302,high,pb_high,small
112,600183,0.7386491557223266,10,winner,生益科技,1.5604,35.6984,4.8205,6819215.0077,35.6984,medium,medium,4.8205,high,pb_high,large
113,603390,0.7382629107981222,10,winner,通达电气,0.5274,163.7662,3.3502,533486.3997,163.7662,high,pe_high,3.3502,high,pb_high,medium
114,002277,0.7337962962962963,10,winner,友阿股份,0.2632,1077.6145,1.2622,847657.0624,1077.6145,high,pe_high,1.2622,low,pb_low,medium
115,600505,0.7322160148975789,10,winner,西昌电力,0.0783,255.2685,4.597,558517.41,255.2685,high,pe_high,4.597,high,pb_high,medium
116,002126,0.724090682610862,10,winner,银轮股份,0.3913,26.0179,3.319,2092836.5403,26.0179,medium,medium,3.319,high,pb_high,large
117,000408,0.7212007689653472,10,winner,藏格矿业,2.6658,22.319,4.3166,6244787.7879,22.319,medium,medium,4.3166,high,pb_high,large
118,603036,0.7209302325581395,10,winner,如通股份,1.1501,34.6412,2.7363,358244.4775,34.6412,medium,medium,2.7363,high,pb_high,small
119,600363,0.7208542713567839,10,winner,联创光电,0.1244,108.7002,6.4305,2742401.8792,108.7002,high,pe_high,6.4305,high,pb_high,large
120,601665,0.7194570135746606,10,winner,齐鲁银行,3.2981,6.226,0.8049,3225217.5358,6.226,low,pe_low,0.8049,low,pb_low,large
121,600789,0.7181913774973712,10,winner,鲁抗医药,0.995,24.4424,2.4831,992131.2737,24.4424,medium,medium,2.4831,medium,medium,medium
122,600630,0.7134831460674157,10,winner,龙头股份,0.141,91.7207,4.6752,361557.219,91.7207,high,pe_high,4.6752,high,pb_high,small
123,002463,0.7128681177976953,10,winner,沪电股份,1.3543,24.9202,6.0362,7064606.1515,24.9202,medium,medium,6.0362,high,pb_high,large
124,002947,0.7118598382749325,10,winner,恒铭达,1.2815,18.0611,2.8649,893401.9546,18.0611,low,pe_low,2.8649,high,pb_high,medium
125,002565,0.7118577075098814,10,winner,顺灏股份,0.4924,143.1516,2.9362,559674.1508,143.1516,high,pe_high,2.9362,high,pb_high,medium
126,003006,0.706497797356828,10,winner,百亚股份,1.8817,39.762,9.297,1255112.1926,39.762,medium,medium,9.297,high,pb_high,medium
127,000680,0.7045454545454547,10,winner,山推股份,1.6484,11.6952,2.4771,1365297.9449,11.6952,low,pe_low,2.4771,medium,medium,medium
128,603193,0.7033514492753624,10,winner,润本股份,0.9701,47.2591,7.1854,1459772.6769,47.2591,high,pe_high,7.1854,high,pb_high,medium
129,002948,0.6966824644549764,10,winner,青岛银行,3.1128,6.7356,0.7768,2991662.3281,6.7356,low,pe_low,0.7768,low,pb_low,large
130,601229,0.6953846153846155,10,winner,上海银行,6.9353,6.3956,0.6358,15158563.8049,6.3956,low,pe_low,0.6358,low,pb_low,large
131,603530,0.6873773708306083,10,winner,神马电力,1.0293,34.2845,6.5464,1080658.3175,34.2845,medium,medium,6.5464,high,pb_high,medium
132,603037,0.6855072463768116,10,winner,凯众股份,2.1444,34.9528,3.2419,317668.3626,34.9528,medium,medium,3.2419,high,pb_high,small
133,600066,0.6830634418783803,10,winner,宇通客车,8.2816,12.6874,4.4725,5346663.2235,12.6874,low,pe_low,4.4725,high,pb_high,large
134,600919,0.6750727449078563,10,winner,江苏银行,4.1409,6.3929,0.8661,20828753.2655,6.3929,low,pe_low,0.8661,low,pb_low,large
135,603269,0.6747241198108249,10,winner,海鸥股份,1.7026,27.22,2.7527,277567.8394,27.22,medium,medium,2.7527,high,pb_high,small
136,002526,0.6724014336917562,10,winner,山东矿机,0.5764,51.8084,2.2394,711334.7406,51.8084,high,pe_high,2.2394,medium,medium,medium
137,002550,0.6703488372093023,10,winner,千红制药,1.3378,27.1525,4.4338,1121104.8,27.1525,medium,medium,4.4338,high,pb_high,medium
138,603040,0.6670816290236529,10,winner,新坐标,1.4877,23.6201,3.7976,542931.6724,23.6201,medium,medium,3.7976,high,pb_high,medium
139,603677,0.6631123919308356,10,winner,奇精机械,0.8813,70.2877,3.8759,436048.3584,70.2877,high,pe_high,3.8759,high,pb_high,small
140,603630,0.6618979494515976,10,winner,拉芳家化,1.192,197.6815,2.7092,523375.4439,197.6815,high,pe_high,2.7092,high,pb_high,medium
141,600980,0.6610169491525425,10,winner,北矿科技,0.3604,40.2663,3.0899,430574.5217,40.2663,medium,medium,3.0899,high,pb_high,small
142,603238,0.6602150537634407,10,winner,诺邦股份,1.6657,30.3968,2.321,319693.709,30.3968,medium,medium,2.321,medium,medium,small
143,601899,0.6558139534883719,10,winner,紫金矿业,1.6077,13.7927,3.4362,49593752.972,13.7927,low,pe_low,3.4362,high,pb_high,large
144,600830,0.6548181966411217,10,winner,香溢融通,0.1523,80.9517,2.0499,447507.9058,80.9517,high,pe_high,2.0499,medium,medium,small
145,600615,0.6546140021878417,10,winner,丰华股份,0.0749,188.7353,3.4171,250894.5663,188.7353,high,pe_high,3.4171,high,pb_high,small
146,600133,0.6545096106456383,10,winner,东湖高新,1.594,20.4493,1.1328,1003331.7224,20.4493,medium,medium,1.1328,low,pb_low,medium
147,605016,0.6544843049327355,10,winner,DR百龙创,0.8549,32.4215,5.1687,886646.0075,32.4215,medium,medium,5.1687,high,pb_high,medium
148,600727,0.6519533231861999,10,winner,鲁北化工,1.321,16.2366,1.2532,400137.4332,16.2366,low,pe_low,1.2532,low,pb_low,small
149,600101,0.6510545056149002,10,winner,明星电力,0.7169,27.6918,1.9177,587856.4314,27.6918,medium,medium,1.9177,medium,medium,medium
150,603112,0.6446208112874778,10,winner,华翔股份,3.0602,18.6454,2.3875,928248.8464,18.6454,low,pe_low,2.3875,medium,medium,medium
151,002773,0.6436609152288072,10,winner,康弘药业,1.213,23.6535,3.3879,2880351.9462,23.6535,medium,medium,3.3879,high,pb_high,large
152,002392,0.6422481844016418,10,winner,北京利尔,1.0244,20.187,1.335,732151.866,20.187,medium,medium,1.335,low,pb_low,medium
153,601008,0.6419753086419754,10,winner,连云港,0.646,56.6234,2.3776,960253.8166,56.6234,high,pe_high,2.3776,medium,medium,medium
154,002040,0.6410419313850062,10,winner,南 京 港,0.834,37.53,1.8069,600137.6246,37.53,medium,medium,1.8069,medium,medium,medium
155,601177,0.6388367729831144,10,winner,杭齿前进,0.2829,29.2028,2.6419,707020.675,29.2028,medium,medium,2.6419,high,pb_high,medium
156,603087,0.633112582781457,10,winner,XD甘李药,1.2023,42.1176,3.2649,3498199.9878,42.1176,medium,medium,3.2649,high,pb_high,large
157,600660,0.625525997857257,10,winner,福耀玻璃,2.2256,18.7269,4.6148,15243511.9704,18.7269,medium,medium,4.6148,high,pb_high,large
158,603697,0.625418060200669,10,winner,有友食品,3.3686,39.3964,3.7325,647525.8364,39.3964,medium,medium,3.7325,high,pb_high,medium
159,001238,0.624946966482817,10,winner,浙江正特,0.1853,780.8971,3.7608,415580.0,780.8971,high,pe_high,3.7608,high,pb_high,small
160,000962,0.6201028888009497,10,winner,东方钽业,0.3303,38.2172,3.1709,840772.1562,38.2172,medium,medium,3.1709,high,pb_high,medium
161,002615,0.6191108161911081,10,winner,哈尔斯,1.1692,13.3195,2.3947,394928.769,13.3195,low,pe_low,2.3947,medium,medium,small
162,002273,0.6162116958365689,10,winner,水晶光电,2.0586,24.917,2.9742,2671404.4965,24.917,medium,medium,2.9742,high,pb_high,large
163,002970,0.6122004357298473,10,winner,锐明技术,1.5815,25.908,5.1715,874718.4451,25.908,medium,medium,5.1715,high,pb_high,medium
164,003015,0.610362694300518,10,winner,日久光电,0.6407,46.6434,4.4083,416259.7338,46.6434,high,pe_high,4.4083,high,pb_high,small
165,000429,0.6103593093793747,10,winner,粤高速Ａ,3.9296,16.1788,2.6227,2910402.1274,16.1788,low,pe_low,2.6227,high,pb_high,large
166,600571,0.6085565773690523,10,winner,信雅达,1.5941,106.5792,6.6176,760565.162,106.5792,high,pe_high,6.6176,high,pb_high,medium
167,002270,0.6082337317397077,10,winner,华明装备,5.2196,21.3743,4.207,1407970.1521,21.3743,medium,medium,4.207,high,pb_high,medium
168,002278,0.6065843621399176,10,winner,神开股份,0.5571,60.0919,2.846,325335.2253,60.0919,high,pe_high,2.846,high,pb_high,small
169,001267,0.6063829787234044,10,winner,汇绿生态,0.4587,82.8289,4.3481,679870.7758,82.8289,high,pe_high,4.3481,high,pb_high,medium
170,000958,0.6050955414012738,10,winner,电投产融,0.8861,39.1621,1.8917,3827610.5677,39.1621,medium,medium,1.8917,medium,medium,large
171,002046,0.6028770706190062,10,winner,国机精工,1.1927,31.3686,2.0691,886985.3451,31.3686,medium,medium,2.0691,medium,medium,medium
172,603366,0.6027491408934708,10,winner,日出东方,0.7716,37.7493,1.9998,822804.6782,37.7493,medium,medium,1.9998,medium,medium,medium
173,002916,0.6014776184267709,10,winner,深南电路,0.7368,31.4897,4.369,6264696.5098,31.4897,medium,medium,4.369,high,pb_high,large
174,000612,0.6006651884700664,10,winner,焦作万方,1.7972,15.2427,1.4872,928723.3279,15.2427,low,pe_low,1.4872,medium,medium,medium
175,603119,0.5996607294317219,10,winner,浙江荣泰,0.2706,59.4427,7.6483,1444056.3355,59.4427,high,pe_high,7.6483,high,pb_high,medium
176,000975,0.5960449590129301,10,winner,山金国际,1.4092,23.3404,4.3552,5517347.1406,23.3404,medium,medium,4.3552,high,pb_high,large
177,003002,0.5958786491127648,10,winner,壶化股份,0.9235,35.8056,3.9628,536000.0,35.8056,medium,medium,3.9628,high,pb_high,medium
178,603015,0.5870535714285714,10,winner,弘讯科技,1.2386,69.75,3.6117,489509.209,69.75,high,pe_high,3.6117,high,pb_high,small
179,600316,0.5850948509485094,10,winner,洪都航空,0.043,625.2459,4.686,2499861.1888,625.2459,high,pe_high,4.686,high,pb_high,large
180,600602,0.5843846473282835,10,winner,云赛智联,0.2119,150.4068,5.7889,2775009.4402,150.4068,high,pe_high,5.7889,high,pb_high,large
181,603095,0.5839793281653748,10,winner,越剑智能,2.3543,35.8683,1.8323,430276.4872,35.8683,medium,medium,1.8323,medium,medium,small
182,603516,0.5823378839590444,10,winner,淳中科技,0.2795,110.0211,5.0139,718354.8915,110.0211,high,pe_high,5.0139,high,pb_high,medium
183,002395,0.5815188528943178,10,winner,双象股份,0.5195,9.9017,3.6143,516302.325,9.9017,low,pe_low,3.6143,high,pb_high,small
184,002395,0.5815188528943178,10,winner,双象股份,0.5195,9.9017,3.6143,516302.325,9.9017,low,pe_low,3.6143,high,pb_high,small
185,600120,0.5807609810687306,10,winner,浙江东方,0.9585,19.2056,1.2846,2025321.2248,19.2056,medium,medium,1.2846,low,pb_low,large
186,003019,0.576002944423997,10,winner,宸展光电,1.3976,29.841,3.2319,514697.8031,29.841,medium,medium,3.2319,high,pb_high,small
187,601919,0.5756232686980609,10,winner,中远海控,4.7377,4.5919,1.0254,24814510.0581,4.5919,low,pe_low,1.0254,low,pb_low,large
188,000096,0.5742697327532628,10,winner,广聚能源,0.3974,69.8729,2.593,730752.0,69.8729,high,pe_high,2.593,medium,medium,medium
189,001288,0.5728669846316904,10,winner,运机集团,0.8078,29.5729,2.4554,489896.604,29.5729,medium,medium,2.4554,medium,medium,small
190,603969,0.5718390804597702,10,winner,银龙股份,0.9772,22.8314,2.4294,609446.732,22.8314,medium,medium,2.4294,medium,medium,medium
191,002294,0.5664074476684228,10,winner,信立泰,0.9437,96.1143,6.9161,5782553.367,96.1143,high,pe_high,6.9161,high,pb_high,large
192,601838,0.5663538873994639,10,winner,成都银行,4.1921,6.2668,0.9872,8158988.0603,6.2668,low,pe_low,0.9872,low,pb_low,large
193,601918,0.5657894736842107,10,winner,新集能源,2.2489,7.4249,1.0711,1727891.3806,7.4249,low,pe_low,1.0711,low,pb_low,large
