,code,return,return_group,winner_loser,name,dividend_yield,pe_ttm_x,pb_x,total_mv,pe_ttm_y,pe_group,pe_tag,pb_y,pb_group,pb_tag,market_cap_group
511,002895,0.2434422457432121,8,,川恒股份,4.0858,12.8796,2.1331,1318651.5846,12.8796,low,pe_low,2.1331,medium,medium,medium
512,000651,0.2425685886384438,8,,格力电器,5.2406,7.5051,1.8225,25077493.5025,7.5051,low,pe_low,1.8225,medium,medium,large
513,600873,0.242199391171994,8,,梅花生物,5.5659,10.1403,2.1399,3049631.1738,10.1403,low,pe_low,2.1399,medium,medium,large
514,002241,0.2406043890154694,8,,歌尔股份,1.0926,28.2554,2.3468,7782544.0825,28.2554,medium,medium,2.3468,medium,medium,large
515,603619,0.2391041162227602,8,,中曼石油,5.3473,10.5388,1.9423,825736.4913,10.5388,low,pe_low,1.9423,medium,medium,medium
516,000030,0.2389162561576354,8,,富奥股份,4.0455,15.7016,1.3101,1062402.2819,15.7016,low,pe_low,1.3101,low,pb_low,medium
517,600795,0.2384154237206848,8,,国电电力,3.4483,8.3958,1.4292,8275727.254,8.3958,low,pe_low,1.4292,low,pb_low,large
518,002881,0.2371287128712871,8,,美格智能,0.2206,66.6711,7.3817,1169468.8371,66.6711,high,pe_high,7.3817,high,pb_high,medium
519,600547,0.2369265715273321,8,,山东黄金,0.7297,41.1468,5.289,13487390.0179,41.1468,medium,medium,5.289,high,pb_high,large
520,605005,0.2366938008766436,8,,合兴股份,1.0417,29.3107,3.8318,769920.0,29.3107,medium,medium,3.8318,high,pb_high,medium
521,600886,0.2360367521567344,8,,国投电力,3.0576,18.0426,1.8451,12062772.8528,18.0426,low,pe_low,1.8451,medium,medium,large
522,002461,0.2359208523592084,8,,珠江啤酒,1.0908,29.9696,2.3779,2536474.4381,29.9696,medium,medium,2.3779,medium,medium,large
523,600742,0.235786457547881,8,,富维股份,2.4851,14.552,0.8724,747516.2273,14.552,low,pe_low,0.8724,low,pb_low,medium
524,002900,0.235505617977528,8,,哈三联,1.2863,445.5693,2.3777,491935.9903,445.5693,high,pe_high,2.3777,medium,medium,small
525,603181,0.234933934901708,8,,XD皇马科,1.1599,17.6622,2.3494,727044.5,17.6622,low,pe_low,2.3494,medium,medium,medium
526,601101,0.2344992050874403,8,,昊华能源,4.8011,12.1885,0.8503,1049758.4881,12.1885,low,pe_low,0.8503,low,pb_low,medium
527,002515,0.2338001867413631,8,,金字火腿,0.3361,114.5784,2.7566,720315.4276,114.5784,high,pe_high,2.7566,high,pb_high,medium
528,603558,0.2332312830503758,8,,健盛集团,4.927,10.9632,1.38,331992.1601,10.9632,low,pe_low,1.38,low,pb_low,small
529,603088,0.2329972108989487,8,,宁波精达,2.7446,31.3364,4.4222,462699.3167,31.3364,medium,medium,4.4222,high,pb_high,small
530,601702,0.2329588014981274,8,,华峰铝业,1.2531,12.9503,2.8977,1593654.8376,12.9503,low,pe_low,2.8977,high,pb_high,medium
531,601799,0.2328433363112159,8,,星宇股份,1.0011,26.676,3.8878,3968372.8093,26.676,medium,medium,3.8878,high,pb_high,large
532,000831,0.232187439984636,8,,中国稀土,0.2141,532.3827,8.4045,3964720.935,532.3827,high,pe_high,8.4045,high,pb_high,large
533,601100,0.2317132772196578,8,,恒立液压,1.0174,36.5421,5.6219,9224848.425,36.5421,medium,medium,5.6219,high,pb_high,large
534,000791,0.2315504400812459,8,,甘肃能源,0.8601,9.8772,1.5188,2046862.8772,9.8772,low,pe_low,1.5188,medium,medium,large
535,600724,0.2315307057745189,8,,宁波富达,3.1983,33.8717,2.3025,677818.0623,33.8717,medium,medium,2.3025,medium,medium,medium
536,002884,0.2307692307692308,8,,凌霄泵业,6.25,12.6574,2.771,572292.0144,12.6574,low,pe_low,2.771,high,pb_high,medium
537,600299,0.2307286166842659,8,,安迪苏,0.6211,18.6086,1.6361,2590716.6297,18.6086,low,pe_low,1.6361,medium,medium,large
538,002825,0.2300343905235,8,,纳尔股份,1.3224,20.8171,2.2742,358670.8246,20.8171,medium,medium,2.2742,medium,medium,small
539,603173,0.2297532151546751,8,,福斯达,1.0651,17.8586,3.1897,555840.0,17.8586,low,pe_low,3.1897,high,pb_high,medium
540,605368,0.2296395193591456,8,,蓝天燃气,12.4575,16.8122,2.1503,727498.2712,16.8122,low,pe_low,2.1503,medium,medium,medium
541,002673,0.2283621837549933,8,,西部证券,1.3106,22.7643,1.1739,3410290.8409,22.7643,medium,medium,1.1739,low,pb_low,large
542,003018,0.2272282076395688,8,,金富科技,1.7544,20.2043,1.9431,296400.0,20.2043,medium,medium,1.9431,medium,medium,small
543,002249,0.2264551763206344,8,,大洋电机,2.819,16.7202,1.7367,1611230.1731,16.7202,low,pe_low,1.7367,medium,medium,medium
544,002204,0.2259152215799613,8,,大连重工,0.5899,21.2376,1.5302,1135645.5788,21.2376,medium,medium,1.5302,medium,medium,medium
545,601528,0.225574712643678,8,,瑞丰银行,3.0928,5.8613,0.6183,1141977.9319,5.8613,low,pe_low,0.6183,low,pb_low,medium
546,600458,0.2253949847804031,8,,时代新材,1.5104,21.1989,1.6514,1009948.9862,21.1989,medium,medium,1.6514,medium,medium,medium
547,002357,0.2239999999999999,8,,富临运业,0.5882,19.3611,1.6183,266465.6806,19.3611,medium,medium,1.6183,medium,medium,small
548,002993,0.2237513873473919,8,,奥海科技,3.2197,22.0322,2.1539,1028801.08,22.0322,medium,medium,2.1539,medium,medium,medium
549,603277,0.2205694857628558,8,,银都股份,6.193,17.7411,3.6783,1022165.0445,17.7411,low,pe_low,3.6783,high,pb_high,medium
550,002987,0.2203998750390503,8,,京北方,0.6084,39.7961,4.5541,1232984.2373,39.7961,medium,medium,4.5541,high,pb_high,medium
551,002938,0.219744058500914,8,,鹏鼎控股,1.6753,19.0836,2.108,6891565.6706,19.0836,medium,medium,2.108,medium,medium,large
552,605155,0.2197115384615384,8,,西大门,1.2054,18.6223,1.8118,227175.2638,18.6223,low,pe_low,1.8118,medium,medium,small
553,000807,0.2194792671166826,8,,云铝股份,2.9831,12.6647,1.8242,5347590.3185,12.6647,low,pe_low,1.8242,medium,medium,large
554,600999,0.2189726284214471,8,,招商证券,2.1037,13.85,1.2517,14592771.9805,13.85,low,pe_low,1.2517,low,pb_low,large
555,600796,0.2186466165413534,8,,钱江生化,0.515,32.2564,1.5774,521684.6311,32.2564,medium,medium,1.5774,medium,medium,medium
556,002973,0.2183039462636439,8,,侨银股份,0.6873,22.8153,2.4021,594608.3942,22.8153,medium,medium,2.4021,medium,medium,medium
557,002648,0.2179831631739207,8,,卫星化学,2.3669,8.6027,1.8888,5693011.2161,8.6027,low,pe_low,1.8888,medium,medium,large
558,002830,0.217787913340935,8,,名雕股份,1.6224,48.7393,3.0383,194543.06,48.7393,high,pe_high,3.0383,high,pb_high,small
559,003816,0.2175226586102719,8,,中国广核,2.5824,17.959,1.5006,18381494.4404,17.959,low,pe_low,1.5006,medium,medium,large
560,601038,0.2172797262617622,8,,一拖股份,2.4106,17.472,1.9117,1488829.9894,17.472,low,pe_low,1.9117,medium,medium,medium
561,000573,0.2164596273291925,8,,粤宏远Ａ,1.4815,31.0053,1.5219,258503.6446,31.0053,medium,medium,1.5219,medium,medium,small
562,002616,0.21630615640599,8,,长青集团,1.6128,19.0316,1.6543,460054.7151,19.0316,medium,medium,1.6543,medium,medium,small
563,600007,0.2159138002486531,8,,中国国贸,5.8824,17.9911,2.234,2226094.4001,17.9911,low,pe_low,2.234,medium,medium,large
564,603214,0.2154761904761904,8,,爱婴室,2.3123,25.7511,2.4442,275001.9715,25.7511,medium,medium,2.4442,medium,medium,small
565,000544,0.2154351395730705,8,,中原环保,2.1713,8.3011,0.9589,808013.4406,8.3011,low,pe_low,0.9589,low,pb_low,medium
566,002901,0.2153209109730849,8,,大博医疗,0.6586,39.4704,5.2553,1571618.0448,39.4704,medium,medium,5.2553,high,pb_high,medium
567,000949,0.213857998289136,8,,新乡化纤,0.7364,31.9963,1.0345,675030.979,31.9963,medium,medium,1.0345,low,pb_low,medium
568,001209,0.2114460463084316,8,,洪兴股份,0.5198,68.3107,1.8828,247394.2363,68.3107,high,pe_high,1.8828,medium,medium,small
569,600382,0.2113207547169811,8,,广东明珠,3.2996,152.6126,1.3995,384702.0813,152.6126,high,pe_high,1.3995,low,pb_low,small
570,002097,0.2112584923972823,8,,山河智能,0.6452,98.1868,1.7633,832828.3796,98.1868,high,pe_high,1.7633,medium,medium,medium
571,600825,0.2107835152304935,8,,新华传媒,0.1865,182.6569,2.9698,728286.8315,182.6569,high,pe_high,2.9698,high,pb_high,medium
572,002752,0.210362694300518,8,,昇兴股份,1.7921,13.8166,1.5538,545120.5051,13.8166,low,pe_low,1.5538,medium,medium,medium
573,601601,0.2102473498233217,8,,中国太保,2.8603,8.0102,1.3014,34306137.6285,8.0102,low,pe_low,1.3014,low,pb_low,large
574,000685,0.2100371747211895,8,,中山公用,2.2717,9.822,0.7492,1292197.5435,9.822,low,pe_low,0.7492,low,pb_low,medium
575,601827,0.2095115681233933,8,,三峰环境,2.7333,12.1377,1.2422,1441206.5046,12.1377,low,pe_low,1.2422,low,pb_low,medium
576,603161,0.2092871157619358,8,,科华控股,1.6321,27.0429,1.5913,236399.7693,27.0429,medium,medium,1.5913,medium,medium,small
577,603393,0.2092675635276532,8,,新天然气,2.9742,10.4229,1.5039,1282785.9355,10.4229,low,pe_low,1.5039,medium,medium,medium
578,600016,0.2092206366630077,8,,民生银行,7.315,6.5521,0.3717,20709083.9514,6.5521,low,pe_low,0.3717,low,pb_low,large
579,002929,0.2089516515078984,8,,润建股份,0.4878,75.9151,2.2931,1430358.3279,75.9151,high,pe_high,2.2931,medium,medium,medium
580,605158,0.2078048780487805,8,,华达新材,2.2247,23.2996,1.8,459766.58,23.2996,medium,medium,1.8,medium,medium,small
581,603130,0.2052287581699347,8,,云中马,1.4647,43.3725,2.8318,375551.2802,43.3725,medium,medium,2.8318,high,pb_high,small
582,002683,0.2050220381995458,8,,广东宏大,2.2847,27.4091,4.0059,2510287.4218,27.4091,medium,medium,4.0059,high,pb_high,large
583,002023,0.2048290390536378,8,,海特高新,0.4826,119.9979,1.7857,767531.2035,119.9979,high,pe_high,1.7857,medium,medium,medium
584,600851,0.2047637341529004,8,,海欣股份,0.9116,56.7061,2.0137,860631.4214,56.7061,high,pe_high,2.0137,medium,medium,medium
585,002483,0.204191616766467,8,,润邦股份,1.6611,10.8325,1.2705,533653.9846,10.8325,low,pe_low,1.2705,low,pb_low,medium
586,601860,0.2039473684210526,8,,紫金银行,3.4364,6.4963,0.5468,1065346.5719,6.4963,low,pe_low,0.5468,low,pb_low,medium
587,603928,0.2034277198211623,8,,兴业股份,1.2051,73.9819,1.8275,279377.28,73.9819,high,pe_high,1.8275,medium,medium,small
588,002119,0.2034139402560454,8,,康强电子,0.1902,65.533,4.2827,591822.868,65.533,high,pe_high,4.2827,high,pb_high,medium
589,605277,0.2032494424976108,8,,新亚电子,1.0517,31.3281,3.3016,502985.0518,31.3281,medium,medium,3.3016,high,pb_high,small
590,603696,0.2027459954233409,8,,安记食品,0.646,72.1291,4.8433,273067.2,72.1291,high,pe_high,4.8433,high,pb_high,small
591,002955,0.2016225244571702,8,,鸿合科技,1.5132,32.7367,2.0592,663538.3132,32.7367,medium,medium,2.0592,medium,medium,medium
592,603048,0.2012269938650305,8,,浙江黎明,2.239,55.6968,2.1166,274371.84,55.6968,high,pe_high,2.1166,medium,medium,small
593,605056,0.2011922503725783,8,,咸亨国际,1.0428,25.1085,3.7479,591749.5601,25.1085,medium,medium,3.7479,high,pb_high,medium
594,002792,0.2008390141583638,8,,通宇通讯,1.0511,160.2315,2.7499,763797.6381,160.2315,high,pe_high,2.7499,high,pb_high,medium
595,600006,0.1997327989311957,8,,东风股份,0.4146,360.6632,1.7229,1452000.0,360.6632,high,pe_high,1.7229,medium,medium,medium
596,603600,0.1991828396322777,8,,永艺股份,5.1948,11.4782,1.613,357047.7973,11.4782,low,pe_low,1.613,medium,medium,small
597,002545,0.1986673247778873,8,,东方铁塔,3.5294,17.5556,1.1561,1057452.7706,17.5556,low,pe_low,1.1561,low,pb_low,medium
598,600941,0.1977876524534367,8,,中国移动,4.0259,17.5708,1.8267,244928323.2408,17.5708,low,pe_low,1.8267,medium,medium,large
599,002797,0.1974921630094044,8,,第一创业,0.6114,32.8659,1.7311,2887048.8,32.8659,medium,medium,1.7311,medium,medium,large
600,601126,0.1968325791855203,8,,四方股份,3.7038,17.3734,3.1884,1348227.624,17.3734,low,pe_low,3.1884,high,pb_high,medium
601,600461,0.1965419901199716,8,,洪城环境,4.3893,10.297,1.2794,1234072.9464,10.297,low,pe_low,1.2794,low,pb_low,medium
602,603201,0.1963484945547726,8,,常润股份,2.9082,11.6001,1.7188,290125.4769,11.6001,low,pe_low,1.7188,medium,medium,small
603,601058,0.1953278366705929,8,,XD赛轮轮,2.5911,9.9835,2.0557,4060803.8199,9.9835,low,pe_low,2.0557,medium,medium,large
604,002917,0.1949394155381326,8,,金奥博,0.7352,32.0259,2.8764,465455.4098,32.0259,medium,medium,2.8764,high,pb_high,small
605,000888,0.1948433420365534,8,,峨眉山Ａ,1.368,35.1553,2.8762,770346.9551,35.1553,medium,medium,2.8762,high,pb_high,medium
606,001256,0.1938663745892661,8,,炜冈科技,0.9231,32.4582,2.6469,303622.136,32.4582,medium,medium,2.6469,high,pb_high,small
607,002250,0.1937019969278033,8,,联化科技,0.1502,80.8386,1.8891,1213895.7118,80.8386,high,pe_high,1.8891,medium,medium,medium
608,002048,0.1931891751909879,8,,宁波华翔,4.0722,12.8161,1.0633,1263069.0053,12.8161,low,pe_low,1.0633,low,pb_low,medium
609,002139,0.1925136769363662,8,,拓邦股份,0.4456,23.8139,2.4202,1649562.6891,23.8139,medium,medium,2.4202,medium,medium,large
610,603602,0.1920972644376899,7,,纵横通信,0.3451,147.0393,3.3036,345612.8076,147.0393,high,pe_high,3.3036,high,pb_high,small
611,600362,0.1918555835432409,7,,江西铜业,2.677,10.7252,0.9652,7721886.5732,10.7252,low,pe_low,0.9652,low,pb_low,large
612,002836,0.1907118385991626,7,,新宏泽,1.0502,31.2784,6.3939,212428.8,31.2784,medium,medium,6.3939,high,pb_high,small
613,002953,0.1885902876001886,7,,日丰股份,0.7497,26.9536,2.5361,468767.9591,26.9536,medium,medium,2.5361,medium,medium,small
614,002722,0.1883468834688346,7,,物产金轮,1.1956,21.1751,1.2552,328293.1633,21.1751,medium,medium,1.2552,low,pb_low,small
615,603568,0.1882008776206728,7,,伟明环保,1.2689,12.328,2.5472,3337701.017,12.328,low,pe_low,2.5472,medium,medium,large
616,002245,0.1879257187925719,7,,蔚蓝锂芯,0.123,25.1474,2.0084,1405496.7751,25.1474,medium,medium,2.0084,medium,medium,medium
617,000728,0.1879255560599183,7,,国元证券,1.928,14.0168,0.9143,3395019.1992,14.0168,low,pe_low,0.9143,low,pb_low,large
618,600064,0.1879097488292891,7,,南京高科,3.5897,7.1354,0.6998,1349664.9223,7.1354,low,pe_low,0.6998,low,pb_low,medium
619,000423,0.1878998635900785,7,,东阿阿胶,5.3067,21.7879,3.5779,3548312.3002,21.7879,medium,medium,3.5779,high,pb_high,large
620,000828,0.1878866818625853,7,,东莞控股,4.5024,14.2115,1.13,1096690.4266,14.2115,low,pe_low,1.13,low,pb_low,medium
621,002559,0.1877656625392718,7,,亚威股份,1.0753,73.8113,3.0051,511281.4723,73.8113,high,pe_high,3.0051,high,pb_high,small
622,002032,0.1871863105062821,7,,苏 泊 尔,5.0404,18.9991,9.2119,4316123.5219,18.9991,medium,medium,9.2119,high,pb_high,large
623,002065,0.1868774636544736,7,,东华软件,0.5464,60.5758,2.431,2933016.3731,60.5758,high,pe_high,2.431,medium,medium,large
624,603648,0.1868029739776951,7,,畅联股份,3.0864,33.666,2.1864,410976.1152,33.666,medium,medium,2.1864,medium,medium,small
625,600908,0.1864406779661016,7,,无锡银行,3.2258,5.992,0.6284,1360702.6509,5.992,low,pe_low,0.6284,low,pb_low,medium
626,600249,0.1863691194209893,7,,两面针,0.4808,50.3197,1.5814,343200.0,50.3197,high,pe_high,1.5814,medium,medium,small
627,600521,0.1863032890786577,7,,华海药业,0.9218,27.4454,3.2959,3143987.8339,27.4454,medium,medium,3.2959,high,pb_high,large
628,000570,0.1859527921704087,7,,苏常柴Ａ,0.8289,134.1461,1.1814,400127.6515,134.1461,high,pe_high,1.1814,low,pb_low,small
629,000563,0.1859154929577465,7,,陕国投Ａ,3.1884,12.7808,0.9792,1764319.7735,12.7808,low,pe_low,0.9792,low,pb_low,large
630,600081,0.1858740435550322,7,,东风科技,0.5411,66.5343,1.619,748244.408,66.5343,high,pe_high,1.619,medium,medium,medium
631,600582,0.1842793129200895,7,,天地科技,4.6667,7.3772,1.0107,2483153.3352,7.3772,low,pe_low,1.0107,low,pb_low,large
632,600635,0.1831570162735326,7,,大众公用,0.9021,28.6682,1.3163,1145544.6539,28.6682,medium,medium,1.3163,low,pb_low,medium
633,002346,0.1829223408170776,7,,柘中股份,1.3882,17.2319,2.1895,627920.2416,17.2319,low,pe_low,2.1895,medium,medium,medium
634,601179,0.1828859060402684,7,,中国西电,1.6186,27.9161,1.4309,3198550.5876,27.9161,medium,medium,1.4309,low,pb_low,large
635,601901,0.1820809248554913,7,,方正证券,0.9056,24.6508,1.325,6453967.4937,24.6508,medium,medium,1.325,low,pb_low,large
636,002907,0.1819935691318326,7,,华森制药,0.4746,97.4683,4.4529,747914.9984,97.4683,high,pe_high,4.4529,high,pb_high,medium
637,003003,0.181390977443609,7,,天元股份,0.8156,35.1914,1.6641,214986.7328,35.1914,medium,medium,1.6641,medium,medium,small
638,600282,0.1808080808080807,7,,南钢股份,8.4337,11.1957,0.9808,2558512.7696,11.1957,low,pe_low,0.9808,low,pb_low,large
639,601000,0.1794621026894866,7,,唐山港,4.9261,13.2269,1.2051,2405927.0173,13.2269,low,pe_low,1.2051,low,pb_low,large
640,603798,0.1791221826809016,7,,康普顿,0.5542,40.9454,2.333,273375.3269,40.9454,medium,medium,2.333,medium,medium,small
641,600300,0.1786120591581343,7,,维维股份,1.7808,16.6104,1.7616,590256.8957,16.6104,low,pe_low,1.7616,medium,medium,medium
642,603408,0.1782426778242678,7,,建霖家居,5.6228,10.9924,1.5566,530374.005,10.9924,low,pe_low,1.5566,medium,medium,medium
643,603056,0.178020565552699,7,,XD德邦股,0.4525,25.4576,2.1623,1780597.6674,25.4576,medium,medium,2.1623,medium,medium,large
644,600578,0.1772334293948126,7,,京能电力,2.323,13.057,1.3442,3025968.6988,13.057,low,pe_low,1.3442,low,pb_low,large
645,002933,0.177157001414427,7,,新兴装备,0.0776,107.5441,2.4979,378219.05,107.5441,high,pe_high,2.4979,medium,medium,small
646,601857,0.1766280107047277,7,,中国石油,5.0848,9.7691,1.0352,161973565.3689,9.7691,low,pe_low,1.0352,low,pb_low,large
647,002106,0.1758947690425206,7,,莱宝高科,2.4606,21.5962,1.3066,717109.2186,21.5962,medium,medium,1.3066,low,pb_low,medium
648,601500,0.1757009345794393,7,,通用股份,1.1821,23.2221,1.2518,751829.1177,23.2221,medium,medium,1.2518,low,pb_low,medium
649,605258,0.1750764525993883,7,,协和电子,1.197,36.8069,2.1045,257312.0,36.8069,medium,medium,2.1045,medium,medium,small
650,600986,0.1734442390634628,7,,浙文互联,0.5851,52.0503,2.4217,1261293.2046,52.0503,high,pe_high,2.4217,medium,medium,medium
651,601997,0.1731898238747553,7,,贵阳银行,4.8495,4.3227,0.3582,2186406.4494,4.3227,low,pe_low,0.3582,low,pb_low,large
652,000543,0.1731448763250882,7,,皖能电力,3.0027,8.1203,1.0338,1668411.4116,8.1203,low,pe_low,1.0338,low,pb_low,large
653,603980,0.1727158948685856,7,,吉华集团,1.276,86.6424,0.9556,372258.348,86.6424,high,pe_high,0.9556,low,pb_low,small
654,002393,0.1726907630522088,7,,力生制药,2.0834,29.3728,1.127,530614.5929,29.3728,medium,medium,1.127,low,pb_low,medium
655,002922,0.1725505751685838,7,,伊戈尔,1.8377,22.7924,2.0025,629460.5928,22.7924,medium,medium,2.0025,medium,medium,medium
656,603682,0.1723027375201288,7,,锦和商管,3.7997,49.2742,2.8208,273577.5,49.2742,high,pe_high,2.8208,high,pb_high,small
657,603159,0.1718388142658638,7,,上海亚虹,0.6505,98.9031,4.5956,236740.0,98.9031,high,pe_high,4.5956,high,pb_high,small
658,600177,0.171074822096993,7,,雅戈尔,9.5368,12.8356,0.8374,3393606.3561,12.8356,low,pe_low,0.8374,low,pb_low,large
659,002475,0.1710114474577013,7,,立讯精密,0.9292,16.6267,3.2189,23174698.376,16.6267,low,pe_low,3.2189,high,pb_high,large
660,600638,0.1707317073170732,7,,新黄浦,0.487,24.8519,0.8464,387203.152,24.8519,medium,medium,0.8464,low,pb_low,small
661,002888,0.1691663760027904,7,,惠威科技,0.3807,193.7249,7.0975,262657.6299,193.7249,high,pe_high,7.0975,high,pb_high,small
662,001234,0.1689497716894978,7,,泰慕士,2.8902,42.8192,2.854,264391.8192,42.8192,medium,medium,2.854,high,pb_high,small
663,002166,0.1689111196614082,7,,莱茵生物,2.4681,35.6128,1.9586,594782.0671,35.6128,medium,medium,1.9586,medium,medium,medium
664,000823,0.1688848095456631,7,,超声电子,0.9434,23.6877,1.2874,569210.5724,23.6877,medium,medium,1.2874,low,pb_low,medium
665,000554,0.1676931690929451,7,,泰山石油,0.6677,23.1485,2.8345,309630.8968,23.1485,medium,medium,2.8345,high,pb_high,small
666,603960,0.1669880447358273,7,,克来机电,0.6876,96.6163,4.5794,512632.8015,96.6163,high,pe_high,4.5794,high,pb_high,small
667,000985,0.1669307976756471,7,,大庆华科,0.1005,127.2401,3.7871,232184.3445,127.2401,high,pe_high,3.7871,high,pb_high,small
668,600819,0.1662745098039215,7,,耀皮玻璃,0.603,38.0434,1.5972,558144.8932,38.0434,medium,medium,1.5972,medium,medium,medium
669,600082,0.1658446362515414,7,,海泰发展,0.1571,229.8634,1.4005,246816.2455,229.8634,high,pe_high,1.4005,low,pb_low,small
670,605066,0.1647307286166841,7,,天正电气,3.8499,31.254,2.3073,395668.5604,31.254,medium,medium,2.3073,medium,medium,small
671,600062,0.1645285935085007,7,,华润双鹤,1.8218,11.8558,1.8656,2037158.4196,11.8558,low,pe_low,1.8656,medium,medium,large
672,603556,0.1638235294117647,7,,海兴电力,4.1353,13.9201,1.7815,1293462.6922,13.9201,low,pe_low,1.7815,medium,medium,medium
673,605050,0.1630094043887147,7,,福然德,3.2138,19.9315,1.5324,659405.4442,19.9315,medium,medium,1.5324,medium,medium,medium
674,603922,0.1622992392223161,7,,金鸿顺,0.0747,387.8842,3.3472,342630.4,387.8842,high,pe_high,3.3472,high,pb_high,small
675,002237,0.1621829362029209,7,,恒邦股份,1.1749,23.9148,1.3815,1319136.3986,23.9148,medium,medium,1.3815,low,pb_low,medium
676,600398,0.1618581019778625,7,,海澜之家,10.5474,16.2993,2.0045,3597274.9517,16.2993,low,pe_low,2.0045,medium,medium,large
677,002536,0.1611768468180365,7,,飞龙股份,2.8229,24.4389,2.3562,814471.6033,24.4389,medium,medium,2.3562,medium,medium,medium
678,000630,0.161018571702087,7,,铜陵有色,2.4075,14.8174,1.2145,4209269.6991,14.8174,low,pe_low,1.2145,low,pb_low,large
679,000920,0.159825327510917,7,,沃顿科技,1.6911,23.2411,2.5465,483491.4037,23.2411,medium,medium,2.5465,medium,medium,small
680,002402,0.1597423850498864,7,,和而泰,0.8014,39.8296,3.6554,1741001.0964,39.8296,medium,medium,3.6554,high,pb_high,large
681,600320,0.1596534653465347,7,,振华重工,1.1364,37.4483,1.4808,2318075.5404,37.4483,medium,medium,1.4808,medium,medium,large
682,600143,0.1595143146241296,7,,金发科技,0.9796,28.172,1.4908,2726257.5287,28.172,medium,medium,1.4908,medium,medium,large
683,603327,0.1594764905477461,7,,福蓉科技,2.2816,76.0332,4.1822,890202.8436,76.0332,high,pe_high,4.1822,high,pb_high,medium
684,002540,0.15864960282436,7,,亚太科技,8.3621,16.4782,1.3446,715921.2615,16.4782,low,pe_low,1.3446,low,pb_low,medium
685,600824,0.1585338926915434,7,,益民集团,0.4009,270.5506,1.8426,446907.479,270.5506,high,pe_high,1.8426,medium,medium,small
686,002358,0.1584352078239609,7,,森源电气,0.3817,52.6052,1.4882,487192.6559,52.6052,high,pe_high,1.4882,medium,medium,small
687,605305,0.1584221748400852,7,,中际联合,0.7457,16.0576,2.1991,569978.64,16.0576,low,pe_low,2.1991,medium,medium,medium
688,600482,0.1577464788732395,7,,中国动力,0.6243,28.7308,1.2329,4879484.2595,28.7308,medium,medium,1.2329,low,pb_low,large
689,603158,0.1574879227053139,7,,腾龙股份,1.9,17.1473,1.7825,408835.8219,17.1473,low,pe_low,1.7825,medium,medium,small
690,601318,0.1574095773767675,7,,中国平安,4.4457,8.4826,1.0553,99172937.6697,8.4826,low,pe_low,1.0553,low,pb_low,large
691,600236,0.1573463007988885,7,,桂冠电力,3.1882,21.1463,2.9961,5068368.9267,21.1463,medium,medium,2.9961,high,pb_high,large
692,000850,0.1563965170797053,7,,华茂股份,2.3045,15.0361,0.9089,400113.9638,15.0361,low,pe_low,0.9089,low,pb_low,small
693,000417,0.1557851708867947,7,,合百集团,1.9298,27.6743,0.9304,444533.994,27.6743,medium,medium,0.9304,low,pb_low,small
694,603045,0.1550603528319405,7,,XD福达合,0.3508,70.0567,2.4621,235539.1245,70.0567,high,pe_high,2.4621,medium,medium,small
695,601010,0.1550445103857566,7,,文峰股份,3.0082,38.2992,1.2093,521136.0,38.2992,medium,medium,1.2093,low,pb_low,medium
696,600033,0.1549539170506913,7,,福建高速,4.6832,12.7216,0.8314,996217.2,12.7216,low,pe_low,0.8314,low,pb_low,medium
697,002027,0.1546348898434252,7,,分众传媒,5.9229,19.9696,5.7659,10485037.0011,19.9696,medium,medium,5.7659,high,pb_high,large
698,001202,0.1536964980544746,7,,炬申股份,1.7743,28.6114,2.8094,213550.4,28.6114,medium,medium,2.8094,high,pb_high,small
699,001208,0.153605015673981,7,,华菱线缆,0.4695,47.2177,3.5052,569161.56,47.2177,high,pe_high,3.5052,high,pb_high,medium
700,002117,0.1533864541832669,7,,东港股份,2.9337,35.3829,4.1836,556715.3752,35.3829,medium,medium,4.1836,high,pb_high,medium
701,600560,0.1519981519981519,7,,金自天正,0.4454,73.8846,3.7481,356490.927,73.8846,high,pe_high,3.7481,high,pb_high,small
702,600548,0.1516778523489932,7,,深高速,4.0137,24.1649,1.2075,2784028.1713,24.1649,medium,medium,1.2075,low,pb_low,large
703,600284,0.1515700483091788,7,,浦东建设,5.5123,11.8731,0.8656,672387.408,11.8731,low,pe_low,0.8656,low,pb_low,medium
704,603211,0.1505507955936353,7,,晋拓股份,0.3195,105.9214,4.2309,510455.424,105.9214,high,pe_high,4.2309,high,pb_high,small
705,000963,0.1504905592600076,7,,华东医药,2.1431,21.3576,3.3038,7612694.3883,21.3576,medium,medium,3.3038,high,pb_high,large
706,003043,0.1494768310911808,7,,华亚智能,0.3661,73.5346,3.2509,546316.225,73.5346,high,pe_high,3.2509,high,pb_high,medium
707,002911,0.1487535758071107,7,,佛燃能源,4.4484,15.6062,3.1418,1332533.795,15.6062,low,pe_low,3.1418,high,pb_high,medium
708,000157,0.1480070162704893,7,,中联重科,4.463,15.4981,1.0663,6222120.4332,15.4981,low,pe_low,1.0663,low,pb_low,large
709,603326,0.1478102189781021,7,,我乐家居,3.1523,19.4024,2.3457,276726.3983,19.4024,medium,medium,2.3457,medium,medium,small
710,000786,0.1470308034296602,7,,北新建材,2.9422,13.0749,1.809,4794823.2556,13.0749,low,pe_low,1.809,medium,medium,large
